City,State short,State full,County,City alias
La Porte,TX,Texas,HARRIS,Morgans Point
La Porte,TX,Texas,HARRIS,La Porte
La Porte,TX,Texas,HARRIS,Shoreacres
La Porte,TX,Texas,HARRIS,Lomax
League City,TX,Texas,GALVESTON,League City
Liberty,TX,Texas,LIBERTY,Ames
Liberty,TX,Texas,LIBERTY,Moss Hill
Liberty,TX,Texas,LIBERTY,Moss Bluff
Liberty,TX,Texas,LIBERTY,Liberty
Liverpool,TX,Texas,BRAZORIA,Liverpool
Manvel,TX,Texas,BRAZORIA,Manvel
Mont Belvieu,TX,Texas,CHAMBERS,Mont Belvieu
Pearland,TX,Texas,BRAZORIA,Pearland
Pearland,TX,Texas,BRAZORIA,Brookside Village
Pearland,TX,Texas,BRAZORIA,Brookside Vl
Raywood,TX,Texas,LIBERTY,Raywood
Rosharon,TX,Texas,BRAZORIA,Iowa Colony
Rosharon,TX,Texas,BRAZORIA,Sandy Point
Rosharon,TX,Texas,BRAZORIA,Rosharon
Rosharon,TX,Texas,BRAZORIA,Arcola
Saratoga,TX,Texas,HARDIN,Saratoga
Seabrook,TX,Texas,HARRIS,El Lago
Seabrook,TX,Texas,HARRIS,Taylor Lk Vlg
Seabrook,TX,Texas,HARRIS,Tod
Seabrook,TX,Texas,HARRIS,Taylor Lake Village
Seabrook,TX,Texas,HARRIS,Seabrook
Seabrook,TX,Texas,HARRIS,Timber Cove
South Houston,TX,Texas,HARRIS,South Houston
Texas City,TX,Texas,GALVESTON,Texas City
Texas City,TX,Texas,GALVESTON,West Texas City
Wallisville,TX,Texas,CHAMBERS,Wallisville
Webster,TX,Texas,HARRIS,Webster
Webster,TX,Texas,HARRIS,Fondren
Bridge City,TX,Texas,ORANGE,Bridge City
Buna,TX,Texas,JASPER,Buna
China,TX,Texas,JEFFERSON,China
Deweyville,TX,Texas,NEWTON,Deweyville
Evadale,TX,Texas,JASPER,Evadale
Fred,TX,Texas,TYLER,Fred
Gilchrist,TX,Texas,GALVESTON,Caplen
Gilchrist,TX,Texas,GALVESTON,Gilchrist
Groves,TX,Texas,JEFFERSON,Steeltown
Groves,TX,Texas,JEFFERSON,Groves
Hamshire,TX,Texas,JEFFERSON,Hamshire
High Island,TX,Texas,GALVESTON,High Island
Hillister,TX,Texas,TYLER,Hillister
Kountze,TX,Texas,HARDIN,Kountze
Kountze,TX,Texas,HARDIN,Honey Island
Mauriceville,TX,Texas,ORANGE,Mauriceville
Nederland,TX,Texas,JEFFERSON,Nederland
Nome,TX,Texas,JEFFERSON,Nome
Orange,TX,Texas,ORANGE,Orange
Orange,TX,Texas,ORANGE,West Orange
Orangefield,TX,Texas,ORANGE,Orangefield
Port Arthur,TX,Texas,JEFFERSON,West Port Arthur
Port Arthur,TX,Texas,JEFFERSON,Griffing
Port Arthur,TX,Texas,JEFFERSON,Pear Ridge
Port Arthur,TX,Texas,JEFFERSON,Port Acres
Port Arthur,TX,Texas,JEFFERSON,Griffing Park
Port Arthur,TX,Texas,JEFFERSON,Sabine
Port Arthur,TX,Texas,JEFFERSON,Port Arthur
Port Arthur,TX,Texas,JEFFERSON,Pt Acres
Port Bolivar,TX,Texas,GALVESTON,Bolivar
Port Bolivar,TX,Texas,GALVESTON,Port Bolivar
Port Bolivar,TX,Texas,GALVESTON,Crystal Beach
Port Neches,TX,Texas,JEFFERSON,Port Neches
Sabine Pass,TX,Texas,JEFFERSON,Sabine Pass
Silsbee,TX,Texas,HARDIN,Silsbee
Lumberton,TX,Texas,HARDIN,Lumberton
Lumberton,TX,Texas,HARDIN,Rose Hl Acres
Lumberton,TX,Texas,HARDIN,Rose Hill Acres
Sour Lake,TX,Texas,HARDIN,Sour Lake
Sour Lake,TX,Texas,HARDIN,Grayburg
Spurger,TX,Texas,TYLER,Spurger
Stowell,TX,Texas,CHAMBERS,Figridge
Stowell,TX,Texas,CHAMBERS,Stowell
Vidor,TX,Texas,ORANGE,Vidor
Vidor,TX,Texas,ORANGE,North Vidor
Vidor,TX,Texas,ORANGE,Pine Forest
Vidor,TX,Texas,ORANGE,Rose City
Village Mills,TX,Texas,HARDIN,Village Mills
Village Mills,TX,Texas,HARDIN,Wildwood
Warren,TX,Texas,TYLER,Warren
Winnie,TX,Texas,CHAMBERS,Winnie
Beaumont,TX,Texas,JEFFERSON,Beaumont
Beaumont,TX,Texas,JEFFERSON,Fannett
Beaumont,TX,Texas,JEFFERSON,Taylor Landing
Beaumont,TX,Texas,JEFFERSON,Cheek
Beaumont,TX,Texas,JEFFERSON,Taylor Lndg
Beaumont,TX,Texas,JEFFERSON,Lamar University
Beaumont,TX,Texas,JEFFERSON,Bevil Oaks
Bryan,TX,Texas,BRAZOS,Steep Hollow
Bryan,TX,Texas,BRAZOS,Bryan
Bryan,TX,Texas,BRAZOS,Edge
Bryan,TX,Texas,BRAZOS,Reliance
Bryan,TX,Texas,BRAZOS,Tabor
Bryan,TX,Texas,BRAZOS,Benchley
Bryan,TX,Texas,BRAZOS,Law
Bryan,TX,Texas,BRAZOS,Wixon Valley
Anderson,TX,Texas,GRIMES,Carlos
Anderson,TX,Texas,GRIMES,Anderson
Bedias,TX,Texas,GRIMES,Singleton
Bedias,TX,Texas,GRIMES,Bedias
Brenham,TX,Texas,WASHINGTON,Brenham
Brenham,TX,Texas,WASHINGTON,Independence
Brenham,TX,Texas,WASHINGTON,Gay Hill
Burton,TX,Texas,WASHINGTON,Burton
Caldwell,TX,Texas,BURLESON,Caldwell
Calvert,TX,Texas,ROBERTSON,Calvert
Chriesman,TX,Texas,BURLESON,Chriesman
College Station,TX,Texas,BRAZOS,College Sta
College Station,TX,Texas,BRAZOS,College Station
College Station,TX,Texas,BRAZOS,Tx A & M University
College Station,TX,Texas,BRAZOS,Aggieland
Concord,TX,Texas,LEON,Concord
Deanville,TX,Texas,BURLESON,Deanville
Dime Box,TX,Texas,LEE,Dime Box
Flynn,TX,Texas,LEON,Flynn
Franklin,TX,Texas,ROBERTSON,Ridge
Franklin,TX,Texas,ROBERTSON,Franklin
Gause,TX,Texas,MILAM,Gause
Hearne,TX,Texas,ROBERTSON,Hearne
Hearne,TX,Texas,ROBERTSON,Astin
Iola,TX,Texas,GRIMES,Iola
Kurten,TX,Texas,BRAZOS,Kurten
Lyons,TX,Texas,BURLESON,Lyons
Madisonville,TX,Texas,MADISON,Connor
Madisonville,TX,Texas,MADISON,Madisonville
Marquez,TX,Texas,LEON,Marquez
Marquez,TX,Texas,LEON,Vanetia
Millican,TX,Texas,BRAZOS,Millican
Mumford,TX,Texas,ROBERTSON,Mumford
Navasota,TX,Texas,GRIMES,White Hall
Navasota,TX,Texas,GRIMES,Navasota
New Baden,TX,Texas,ROBERTSON,New Baden
Normangee,TX,Texas,LEON,Normangee
Normangee,TX,Texas,LEON,Hilltop Lakes
North Zulch,TX,Texas,MADISON,North Zulch
Richards,TX,Texas,GRIMES,Richards
Roans Prairie,TX,Texas,GRIMES,Anderson
Roans Prairie,TX,Texas,GRIMES,Roans Prairie
Shiro,TX,Texas,GRIMES,Shiro
Snook,TX,Texas,BURLESON,Snook
Somerville,TX,Texas,BURLESON,Somerville
Washington,TX,Texas,WASHINGTON,Washington
Wellborn,TX,Texas,BRAZOS,Wellborn
Wheelock,TX,Texas,ROBERTSON,Wheelock
Victoria,TX,Texas,VICTORIA,Da Costa
Victoria,TX,Texas,VICTORIA,Victoria
Victoria,TX,Texas,VICTORIA,Mission Valley
Victoria,TX,Texas,VICTORIA,Guadalupe
Victoria,TX,Texas,VICTORIA,Cologne
Victoria,TX,Texas,VICTORIA,Raisin
Austwell,TX,Texas,REFUGIO,Austwell
Bloomington,TX,Texas,VICTORIA,Bloomington
Cuero,TX,Texas,DE WITT,Arneckeville
Cuero,TX,Texas,DE WITT,Stratton
Cuero,TX,Texas,DE WITT,Concrete
Cuero,TX,Texas,DE WITT,Edgar
Cuero,TX,Texas,DE WITT,Lindenau
Cuero,TX,Texas,DE WITT,Cheapside
Cuero,TX,Texas,DE WITT,Cuero
Edna,TX,Texas,JACKSON,El Toro
Edna,TX,Texas,JACKSON,Morales
Edna,TX,Texas,JACKSON,Cordele
Edna,TX,Texas,JACKSON,Edna
Fannin,TX,Texas,GOLIAD,Fannin
Francitas,TX,Texas,JACKSON,Francitas
Ganado,TX,Texas,JACKSON,Ganado
Goliad,TX,Texas,GOLIAD,Ander
Goliad,TX,Texas,GOLIAD,Schroeder
Goliad,TX,Texas,GOLIAD,Charco
Goliad,TX,Texas,GOLIAD,Sarco
Goliad,TX,Texas,GOLIAD,Goliad
Goliad,TX,Texas,GOLIAD,Weser
Hallettsville,TX,Texas,LAVACA,Ezzell
Hallettsville,TX,Texas,LAVACA,Hallettsville
Hallettsville,TX,Texas,LAVACA,Rabbs
Hallettsville,TX,Texas,LAVACA,Worthing
Hallettsville,TX,Texas,LAVACA,Koerth
Hallettsville,TX,Texas,LAVACA,Breslau
Hallettsville,TX,Texas,LAVACA,Kinkler
Hallettsville,TX,Texas,LAVACA,Speaks
Hallettsville,TX,Texas,LAVACA,Vienna
Hallettsville,TX,Texas,LAVACA,Wied
Hochheim,TX,Texas,DE WITT,Hochheim
Inez,TX,Texas,VICTORIA,Inez
La Salle,TX,Texas,JACKSON,La Salle
La Ward,TX,Texas,JACKSON,La Ward
Lolita,TX,Texas,JACKSON,Lolita
Mcfaddin,TX,Texas,VICTORIA,Mcfaddin
Mcfaddin,TX,Texas,VICTORIA,Mc Faddin
Meyersville,TX,Texas,DE WITT,Meyersville
Moulton,TX,Texas,LAVACA,Moulton
Moulton,TX,Texas,LAVACA,Novohrad
Moulton,TX,Texas,LAVACA,Old Moulton
Moulton,TX,Texas,LAVACA,Witting
Nursery,TX,Texas,VICTORIA,Nursery
Placedo,TX,Texas,VICTORIA,Placedo
Point Comfort,TX,Texas,CALHOUN,Point Comfort
Port Lavaca,TX,Texas,CALHOUN,Long Mott
Port Lavaca,TX,Texas,CALHOUN,Clarks
Port Lavaca,TX,Texas,CALHOUN,Kamey
Port Lavaca,TX,Texas,CALHOUN,Magnolia Beach
Port Lavaca,TX,Texas,CALHOUN,Port Lavaca
Port Lavaca,TX,Texas,CALHOUN,Indianola
Port Lavaca,TX,Texas,CALHOUN,Port Alto
Port Lavaca,TX,Texas,CALHOUN,Olivia
Port Lavaca,TX,Texas,CALHOUN,Weedhaven
Port Lavaca,TX,Texas,CALHOUN,Green Lake
Port O Connor,TX,Texas,CALHOUN,Port O Connor
Port O Connor,TX,Texas,CALHOUN,Port O' Connor
Seadrift,TX,Texas,CALHOUN,Seadrift
Shiner,TX,Texas,LAVACA,Dreyer
Shiner,TX,Texas,LAVACA,Mount Olive
Shiner,TX,Texas,LAVACA,Henkhaus
Shiner,TX,Texas,LAVACA,Shiner
Shiner,TX,Texas,LAVACA,Glaze City
Sublime,TX,Texas,LAVACA,Sublime
Sweet Home,TX,Texas,LAVACA,Sweet Home
Telferner,TX,Texas,VICTORIA,Telferner
Thomaston,TX,Texas,DE WITT,Thomaston
Tivoli,TX,Texas,REFUGIO,Tivoli
Vanderbilt,TX,Texas,JACKSON,Vanderbilt
Weesatche,TX,Texas,GOLIAD,Weesatche
Westhoff,TX,Texas,DE WITT,Westhoff
Yoakum,TX,Texas,LAVACA,Hope
Yoakum,TX,Texas,LAVACA,Yoakum
Yoakum,TX,Texas,LAVACA,Fordtran
Yoakum,TX,Texas,LAVACA,Petersville
Yoakum,TX,Texas,LAVACA,Terryville
Yoakum,TX,Texas,LAVACA,Pearl City
Artesia Wells,TX,Texas,LA SALLE,Artesia Wells
Atascosa,TX,Texas,BEXAR,Atascosa
Bandera,TX,Texas,BANDERA,Bandera
Bergheim,TX,Texas,KENDALL,Bergheim
Bigfoot,TX,Texas,FRIO,Bigfoot
Boerne,TX,Texas,KENDALL,Fair Oaks Ranch
Boerne,TX,Texas,KENDALL,Boerne
Boerne,TX,Texas,KENDALL,Fair Oaks
Calliham,TX,Texas,MCMULLEN,Calliham
Campbellton,TX,Texas,ATASCOSA,Fashing
Campbellton,TX,Texas,ATASCOSA,Campbellton
Castroville,TX,Texas,MEDINA,Castroville
Center Point,TX,Texas,KERR,Camp Verde
Center Point,TX,Texas,KERR,Center Point
Charlotte,TX,Texas,ATASCOSA,Charlotte
Christine,TX,Texas,ATASCOSA,Christine
Comfort,TX,Texas,KENDALL,Comfort
Cotulla,TX,Texas,LA SALLE,Los Angeles
Cotulla,TX,Texas,LA SALLE,Cotulla
Devine,TX,Texas,MEDINA,Devine
Dilley,TX,Texas,FRIO,Divot
Dilley,TX,Texas,FRIO,Derby
Dilley,TX,Texas,FRIO,Dilley
Encinal,TX,Texas,LA SALLE,Encinal
Fowlerton,TX,Texas,LA SALLE,Fowlerton
George West,TX,Texas,LIVE OAK,George West
Helotes,TX,Texas,BEXAR,Grey Forest
Helotes,TX,Texas,BEXAR,Helotes
Hunt,TX,Texas,KERR,Hunt
Ingram,TX,Texas,KERR,Ingram
Jourdanton,TX,Texas,ATASCOSA,Jourdanton
Kendalia,TX,Texas,KENDALL,Kendalia
Kerrville,TX,Texas,KERR,Kerrville
La Coste,TX,Texas,MEDINA,La Coste
Laredo,TX,Texas,WEBB,Laredo
Laredo,TX,Texas,WEBB,Rio Bravo
Laredo,TX,Texas,WEBB,El Cenizo
Laredo,TX,Texas,WEBB,Xerox Corporation
Leming,TX,Texas,ATASCOSA,Leming
Lytle,TX,Texas,ATASCOSA,Lytle
Macdona,TX,Texas,BEXAR,Macdona
Medina,TX,Texas,BANDERA,Medina
Mico,TX,Texas,MEDINA,Mico
Mico,TX,Texas,MEDINA,Castroville
Moore,TX,Texas,FRIO,Moore
Mountain Home,TX,Texas,KERR,Mountain Home
Natalia,TX,Texas,MEDINA,Natalia
Oakville,TX,Texas,LIVE OAK,Oakville
Pearsall,TX,Texas,FRIO,Frio Town
Pearsall,TX,Texas,FRIO,Pearsall
Peggy,TX,Texas,ATASCOSA,Peggy
Lakehills,TX,Texas,BANDERA,Lake Hills
Pipe Creek,TX,Texas,BANDERA,Medina Lake
Pipe Creek,TX,Texas,BANDERA,Lakehills
Pipe Creek,TX,Texas,BANDERA,Pipe Creek
Pleasanton,TX,Texas,ATASCOSA,Pleasanton
Poteet,TX,Texas,ATASCOSA,Poteet
Rio Medina,TX,Texas,MEDINA,Rio Medina
San Ygnacio,TX,Texas,ZAPATA,San Ygnacio
Somerset,TX,Texas,BEXAR,Somerset
Spring Branch,TX,Texas,COMAL,Spring Branch
Three Rivers,TX,Texas,LIVE OAK,Three Rivers
Tilden,TX,Texas,MCMULLEN,Tilden
Von Ormy,TX,Texas,BEXAR,Von Ormy
Waring,TX,Texas,KENDALL,Waring
Whitsett,TX,Texas,LIVE OAK,Whitsett
Zapata,TX,Texas,ZAPATA,Zapata
Adkins,TX,Texas,BEXAR,Adkins
Beeville,TX,Texas,BEE,Beeville
Berclair,TX,Texas,GOLIAD,Berclair
Cibolo,TX,Texas,GUADALUPE,Cibolo
Converse,TX,Texas,BEXAR,Converse
Ecleto,TX,Texas,KARNES,Ecleto
Ecleto,TX,Texas,KARNES,Gillett
Elmendorf,TX,Texas,BEXAR,Elmendorf
Elmendorf,TX,Texas,BEXAR,Saspamco
Falls City,TX,Texas,KARNES,Pawelekville
Falls City,TX,Texas,KARNES,Cestohowa
Falls City,TX,Texas,KARNES,Falls City
Falls City,TX,Texas,KARNES,Mccoy
Floresville,TX,Texas,WILSON,Floresville
Geronimo,TX,Texas,GUADALUPE,Geronimo
Gillett,TX,Texas,KARNES,Gillett
Hobson,TX,Texas,KARNES,Hobson
Karnes City,TX,Texas,KARNES,Coy City
Karnes City,TX,Texas,KARNES,Karnes City
Kenedy,TX,Texas,KARNES,Kenedy
La Vernia,TX,Texas,WILSON,Lavernia
La Vernia,TX,Texas,WILSON,La Vernia
Leesville,TX,Texas,GONZALES,Leesville
Mc Queeney,TX,Texas,GUADALUPE,Mc Queeney
Mc Queeney,TX,Texas,GUADALUPE,Mcqueeney
Marion,TX,Texas,GUADALUPE,Santa Clara
Marion,TX,Texas,GUADALUPE,Marion
Mineral,TX,Texas,BEE,Kenedy
Mineral,TX,Texas,BEE,Mineral
New Braunfels,TX,Texas,COMAL,New Braunfels
New Braunfels,TX,Texas,COMAL,Solms
New Braunfels,TX,Texas,COMAL,Canyon Lake
New Braunfels,TX,Texas,COMAL,Hunter
New Braunfels,TX,Texas,COMAL,Sattler
New Braunfels,TX,Texas,COMAL,Startzville
Canyon Lake,TX,Texas,COMAL,New Braunfels
Canyon Lake,TX,Texas,COMAL,Canyon Lake
Canyon Lake,TX,Texas,COMAL,Sattler
Canyon Lake,TX,Texas,COMAL,Startzville
New Braunfels,TX,Texas,COMAL,Checks In The Mail
Nixon,TX,Texas,GONZALES,Nixon
Nordheim,TX,Texas,DE WITT,Nordheim
Normanna,TX,Texas,BEE,Normanna
Pandora,TX,Texas,WILSON,Pandora
Panna Maria,TX,Texas,KARNES,Panna Maria
Pawnee,TX,Texas,BEE,Pawnee
Pettus,TX,Texas,BEE,Pettus
Poth,TX,Texas,WILSON,Recycle
Poth,TX,Texas,WILSON,Poth
Universal City,TX,Texas,BEXAR,Randolph Air Force Base
Universal City,TX,Texas,BEXAR,Randolph AFB
Universal City,TX,Texas,BEXAR,Universal Cty
Universal City,TX,Texas,BEXAR,Universal City
Universal City,TX,Texas,BEXAR,Live Oak
Randolph AFB,TX,Texas,BEXAR,Randolph Air Force Base
Randolph AFB,TX,Texas,BEXAR,Randolph Air
Randolph AFB,TX,Texas,BEXAR,Universal Cty
Randolph AFB,TX,Texas,BEXAR,Randolph AFB
Randolph AFB,TX,Texas,BEXAR,Universal City
Runge,TX,Texas,KARNES,Runge
Saint Hedwig,TX,Texas,BEXAR,Saint Hedwig
Schertz,TX,Texas,GUADALUPE,Selma
Schertz,TX,Texas,GUADALUPE,Live Oak
Schertz,TX,Texas,GUADALUPE,Schertz
Seguin,TX,Texas,GUADALUPE,New Berlin
Seguin,TX,Texas,GUADALUPE,Seguin
Smiley,TX,Texas,GONZALES,Smiley
Stockdale,TX,Texas,WILSON,Denhawken
Stockdale,TX,Texas,WILSON,Stockdale
Sutherland Springs,TX,Texas,WILSON,Sutherlnd Spg
Sutherland Springs,TX,Texas,WILSON,Sutherland Springs
Tuleta,TX,Texas,BEE,Tuleta
Bulverde,TX,Texas,COMAL,Bulverde
Yorktown,TX,Texas,DE WITT,Yorktown
San Antonio,TX,Texas,BEXAR,Balcones Hts
San Antonio,TX,Texas,BEXAR,Balcones Heights
San Antonio,TX,Texas,BEXAR,San Antonio
San Antonio,TX,Texas,BEXAR,Alamo Heights
San Antonio,TX,Texas,BEXAR,Terrell Hills
San Antonio,TX,Texas,BEXAR,Olmos Park
San Antonio,TX,Texas,BEXAR,Castle Hills
San Antonio,TX,Texas,BEXAR,Windcrest
San Antonio,TX,Texas,BEXAR,Kirby
San Antonio,TX,Texas,BEXAR,Kelly Usa
San Antonio,TX,Texas,BEXAR,Kelly Usa Br
San Antonio,TX,Texas,BEXAR,Shavano Park
San Antonio,TX,Texas,BEXAR,Hl Cntry Vlg
San Antonio,TX,Texas,BEXAR,Hill Country Village
San Antonio,TX,Texas,BEXAR,Hollywood Park
San Antonio,TX,Texas,BEXAR,Hollywood Pk
San Antonio,TX,Texas,BEXAR,Live Oak
San Antonio,TX,Texas,BEXAR,Fort Sam Houston
San Antonio,TX,Texas,BEXAR,Ft Sm Houston
San Antonio,TX,Texas,BEXAR,Brooks Cb
San Antonio,TX,Texas,BEXAR,Brooks City Base
San Antonio,TX,Texas,BEXAR,Brooks Afb Branch
Lackland A F B,TX,Texas,BEXAR,Kelly Usa
Lackland A F B,TX,Texas,BEXAR,Wilford Hall
Lackland A F B,TX,Texas,BEXAR,San Antonio
Lackland A F B,TX,Texas,BEXAR,Security Services
Lackland A F B,TX,Texas,BEXAR,Security Svc
Lackland A F B,TX,Texas,BEXAR,Lackland AFB
Lackland A F B,TX,Texas,BEXAR,Lackland
Lackland A F B,TX,Texas,BEXAR,Wilford Hall Usaf Hosp
Lackland A F B,TX,Texas,BEXAR,Lackland A F B
San Antonio,TX,Texas,BEXAR,Leon Valley
San Antonio,TX,Texas,BEXAR,Levi Strauss
San Antonio,TX,Texas,BEXAR,Levi Strauss Evacuee Ctr
San Antonio,TX,Texas,BEXAR,Electronic Security Services
San Antonio,TX,Texas,BEXAR,Wetmore
San Antonio,TX,Texas,BEXAR,China Grove
San Antonio,TX,Texas,COMAL,San Antonio
San Antonio,TX,Texas,COMAL,Garden Ridge
San Antonio,TX,Texas,COMAL,Bracken
San Antonio,TX,Texas,BEXAR,Firm Cases
San Antonio,TX,Texas,BEXAR,S W Bell Tele Co
San Antonio,TX,Texas,BEXAR,United Service Auto Assc
San Antonio,TX,Texas,BEXAR,City Public Serv Board
Agua Dulce,TX,Texas,NUECES,Agua Dulce
Alice,TX,Texas,JIM WELLS,Palito Blanco
Alice,TX,Texas,JIM WELLS,San Jose
Alice,TX,Texas,JIM WELLS,Alice
Alice,TX,Texas,JIM WELLS,Guajillo
Alice,TX,Texas,JIM WELLS,Alfred
Aransas Pass,TX,Texas,SAN PATRICIO,Aransas Pass
Aransas Pass,TX,Texas,SAN PATRICIO,City By The Sea
Aransas Pass,TX,Texas,SAN PATRICIO,Cty By The Se
Aransas Pass,TX,Texas,SAN PATRICIO,Aranspass
Armstrong,TX,Texas,KENEDY,Norias
Armstrong,TX,Texas,KENEDY,Armstrong
Armstrong,TX,Texas,KENEDY,Rudolph
Banquete,TX,Texas,NUECES,Banquete
Bayside,TX,Texas,REFUGIO,Bayside
Benavides,TX,Texas,DUVAL,Benavides
Ben Bolt,TX,Texas,JIM WELLS,Alice
Ben Bolt,TX,Texas,JIM WELLS,Ben Bolt
Bishop,TX,Texas,NUECES,Palo Alto
Bishop,TX,Texas,NUECES,Bishop
Bruni,TX,Texas,WEBB,Bruni
Chapman Ranch,TX,Texas,NUECES,Chapman Ranch
Concepcion,TX,Texas,DUVAL,Cruz Calle
Concepcion,TX,Texas,DUVAL,Concepcion
Concepcion,TX,Texas,DUVAL,Rios
Dinero,TX,Texas,LIVE OAK,Dinero
Dinero,TX,Texas,LIVE OAK,Mount Lucas
Driscoll,TX,Texas,NUECES,Driscoll
Edroy,TX,Texas,SAN PATRICIO,Edroy
Encino,TX,Texas,BROOKS,Encino
Encino,TX,Texas,BROOKS,Kelsay
Encino,TX,Texas,BROOKS,Rachal
Falfurrias,TX,Texas,BROOKS,Flowella
Falfurrias,TX,Texas,BROOKS,Falfurrias
Freer,TX,Texas,DUVAL,Seven Sisters
Freer,TX,Texas,DUVAL,Freer
Fulton,TX,Texas,ARANSAS,Fulton
Fulton,TX,Texas,ARANSAS,Fulton Beach
Gregory,TX,Texas,SAN PATRICIO,Gregory
Guerra,TX,Texas,JIM HOGG,Guerra
Hebbronville,TX,Texas,JIM HOGG,Agua Nueva
Hebbronville,TX,Texas,JIM HOGG,Bustamante
Hebbronville,TX,Texas,JIM HOGG,Escobas
Hebbronville,TX,Texas,JIM HOGG,Viboras
Hebbronville,TX,Texas,JIM HOGG,Hebbronville
Ingleside,TX,Texas,SAN PATRICIO,Ingleside On The Bay
Ingleside,TX,Texas,SAN PATRICIO,Ingleside
Kingsville,TX,Texas,KLEBERG,Ricardo
Kingsville,TX,Texas,KLEBERG,Kingsville Naval Air Station
Kingsville,TX,Texas,KLEBERG,Kingsville
Kingsville,TX,Texas,KLEBERG,Kingsvl Naval
Kingsville,TX,Texas,KLEBERG,Kingsvlle Nas
Mathis,TX,Texas,SAN PATRICIO,San Patricio
Mathis,TX,Texas,SAN PATRICIO,Mathis
Mathis,TX,Texas,SAN PATRICIO,Hubert
Mathis,TX,Texas,SAN PATRICIO,Argenta
Mathis,TX,Texas,SAN PATRICIO,Swinney Swtch
Mathis,TX,Texas,SAN PATRICIO,Swinney Switch
Mathis,TX,Texas,SAN PATRICIO,Lake City
Mirando City,TX,Texas,WEBB,Ojuelas
Mirando City,TX,Texas,WEBB,Aguilares
Mirando City,TX,Texas,WEBB,Mirando City
Odem,TX,Texas,SAN PATRICIO,Odem
Oilton,TX,Texas,WEBB,Oilton
Orange Grove,TX,Texas,JIM WELLS,Orange Grove
Port Aransas,TX,Texas,NUECES,Port Aransas
Portland,TX,Texas,SAN PATRICIO,Portland
Premont,TX,Texas,JIM WELLS,Premont
Realitos,TX,Texas,DUVAL,Realitos
Realitos,TX,Texas,DUVAL,Ramirez
Realitos,TX,Texas,DUVAL,Sejita
Refugio,TX,Texas,REFUGIO,Refugio
Riviera,TX,Texas,KLEBERG,Loyola Beach
Riviera,TX,Texas,KLEBERG,Vattmanville
Riviera,TX,Texas,KLEBERG,Riviera Beach
Riviera,TX,Texas,KLEBERG,Riviera
Robstown,TX,Texas,NUECES,Bluntzer
Robstown,TX,Texas,NUECES,Robstown
Robstown,TX,Texas,NUECES,Rabb
Robstown,TX,Texas,NUECES,South San Pedro
Robstown,TX,Texas,NUECES,Violet
Robstown,TX,Texas,NUECES,Petronila
Robstown,TX,Texas,NUECES,San Pedro
Rockport,TX,Texas,ARANSAS,Rockport
Rockport,TX,Texas,ARANSAS,Estes
Rockport,TX,Texas,ARANSAS,Copano Village
Rockport,TX,Texas,ARANSAS,Lamar
Sandia,TX,Texas,JIM WELLS,Sandia
Sandia,TX,Texas,JIM WELLS,Pernitas Point
San Diego,TX,Texas,DUVAL,San Diego
San Diego,TX,Texas,DUVAL,Rosita
Sarita,TX,Texas,KENEDY,Sarita
Sinton,TX,Texas,SAN PATRICIO,Sodville
Sinton,TX,Texas,SAN PATRICIO,Papalote
Sinton,TX,Texas,SAN PATRICIO,Sinton
Skidmore,TX,Texas,BEE,Olmos
Skidmore,TX,Texas,BEE,Skidmore
Taft,TX,Texas,SAN PATRICIO,Taft
Tynan,TX,Texas,BEE,Tynan
Woodsboro,TX,Texas,REFUGIO,Woodsboro
Woodsboro,TX,Texas,REFUGIO,Bonnie View
Corpus Christi,TX,Texas,NUECES,Corpus Christi
Corpus Christi,TX,Texas,NUECES,Crp Christi
CC,TX,Texas,NUECES,Cc
Corpus Christi,TX,Texas,NUECES,Padre Island National Seasho
Corpus Christi,TX,Texas,NUECES,Corpus Christi Naval Air Sta
Corpus Christi,TX,Texas,NUECES,Corpus Christi Army Depot
Mcallen,TX,Texas,HIDALGO,Mc Allen
Mcallen,TX,Texas,HIDALGO,Mcallen
Mcallen,TX,Texas,HIDALGO,Mccoll
Mcallen,TX,Texas,HIDALGO,Kane
Mcallen,TX,Texas,HIDALGO,Bonner
Alamo,TX,Texas,HIDALGO,Alamo
Alamo,TX,Texas,HIDALGO,Campo Alto
Alamo,TX,Texas,HIDALGO,El Gato
Brownsville,TX,Texas,CAMERON,Palo Alto Battlefield Nation
Brownsville,TX,Texas,CAMERON,Villa Nueva
Brownsville,TX,Texas,CAMERON,Bville
Brownsville,TX,Texas,CAMERON,Keller Corner
Brownsville,TX,Texas,CAMERON,Palm Village
Brownsville,TX,Texas,CAMERON,Portway Acres
Brownsville,TX,Texas,CAMERON,Boca Chica
Brownsville,TX,Texas,CAMERON,Kennedy Shores
Brownsville,TX,Texas,CAMERON,Acacia Lake
Brownsville,TX,Texas,CAMERON,El Jardin
Brownsville,TX,Texas,CAMERON,Brownsville
Brownsville,TX,Texas,CAMERON,Villa Cavazos
Combes,TX,Texas,CAMERON,Combes
Combes,TX,Texas,CAMERON,Comby
Delmita,TX,Texas,STARR,El Centro
Delmita,TX,Texas,STARR,La Reforma
Delmita,TX,Texas,STARR,Delmita
Donna,TX,Texas,HIDALGO,La Tijera
Donna,TX,Texas,HIDALGO,Donna
Edcouch,TX,Texas,HIDALGO,Monte Alto
Edcouch,TX,Texas,HIDALGO,Edcouch
